,Country,Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
64,Fiji,FJI,9529.00024414063,9556.50024414063,9584.09973144531,9611.59973144531,9639.19982910156,9666.69982910156,9694.19982910156,9721.79992675781,9749.29992675781,9776.90002441406,9804.40002441406,9837.99987792969,9871.69982910156,9905.30029296875,9939.00024414063,9972.60009765625,9963.90014648438,9955.10009765625,9946.40014648438,9937.7001953125,9929.00024414063,9977.60009765625,10026.1999511719,10074.7998046875,10123.4002685547,10172.0001220703,10220.5999755859
65,Finland,FIN,218750.0,219320.0,219890.0,220460.0,221030.0,221600.0,222170.0,222740.0,223310.0,223880.0,224450.0,223845.99609375,223241.9921875,222638.0078125,222034.00390625,221430.0,221580.0,221730.0,221880.0,222030.0,222180.0,222180.0,222180.0,222180.0,222180.0,222180.0,222180.0
66,France,FRA,144360.0,145212.998046875,146065.99609375,146919.00390625,147772.001953125,148625.0,149477.998046875,150330.99609375,151184.00390625,152037.001953125,152890.0,154034.00390625,155177.998046875,156322.001953125,157465.99609375,158610.0,159735.99609375,160862.001953125,161987.998046875,163114.00390625,164240.0,165370.0,166500.0,167630.0,168760.0,169890.0,171020.0
67,French Polynesia,PYF,550.0,600.0,650.0,700.0,750.0,800.0,850.0,900.0,950.0,1000.0,1050.0,1100.0,1150.0,1200.0,1250.0,1300.0,1350.0,1400.0,1450.0,1500.0,1550.0,1550.0,1550.0,1550.0,1550.0,1550.0,1550.0
68,Gabon,GAB,220000.0,220000.0,220000.0,220000.0,220000.0,220000.0,220000.0,220000.0,220000.0,220000.0,220000.0,220000.0,220000.0,220000.0,220000.0,220000.0,220000.0,220000.0,220000.0,220000.0,220000.0,222000.0,224000.0,226000.0,228000.0,230000.0,232000.0
69,"Gambia, The",GMB,4420.0,4438.99993896484,4457.99987792969,4477.00012207031,4496.00006103516,4515.0,4533.99993896484,4552.99987792969,4572.00012207031,4591.00006103516,4610.0,4630.0,4650.0,4670.0,4690.0,4710.0,4727.99987792969,4746.00006103516,4763.99993896484,4782.00012207031,4800.0,4816.00006103516,4832.00012207031,4847.99987792969,4863.99993896484,4880.0,4896.00006103516
70,Georgia,GEO,27520.0,27520.0,27539.599609375,27547.900390625,27556.201171875,27564.4995117188,27572.8002929688,27581.1010742188,27589.3994140625,27597.7001953125,27606.0009765625,27629.7998046875,27653.6010742188,27677.3999023438,27701.201171875,27725.0,27824.7998046875,27924.599609375,28024.3994140625,28124.19921875,28223.9990234375,28223.9990234375,28223.9990234375,28223.9990234375,28223.9990234375,28223.9990234375,28223.9990234375
71,Germany,DEU,113000.0,113054.00390625,113107.998046875,113162.001953125,113215.99609375,113270.0,113324.00390625,113377.998046875,113432.001953125,113485.99609375,113540.0,113600.0,113660.0,113720.0,113780.0,113840.0,113890.0,113940.0,113990.0,114040.0,114090.0,114110.0,114130.0,114150.0,114170.0,114190.0,114210.0
72,Ghana,GHA,86270.0,86552.001953125,86834.00390625,87115.99609375,87397.998046875,87680.0,87962.001953125,88244.00390625,88525.99609375,88807.998046875,89090.0,89377.998046875,89665.99609375,89954.00390625,90242.001953125,90530.0,90814.00390625,91097.998046875,91382.001953125,91665.99609375,91950.0,92234.00390625,92517.998046875,92802.001953125,93085.99609375,93370.0,93654.00390625
73,Gibraltar,GIB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Greece,GRC,32990.0,33291.9995117188,33593.9990234375,33896.0009765625,34198.0004882813,34500.0,34801.9995117188,35103.9990234375,35406.0009765625,35708.0004882813,36010.0,36311.9995117188,36613.9990234375,36916.0009765625,37218.0004882813,37520.0,37821.9995117188,38123.9990234375,38426.0009765625,38728.0004882813,39030.0,39331.9995117188,39633.9990234375,39936.0009765625,40238.0004882813,40540.0,40841.9995117188
75,Greenland,GRL,2.19999998807907,2.19999998807907,2.19999998807907,2.19999998807907,2.19999998807907,2.19999998807907,2.19999998807907,2.19999998807907,2.19999998807907,2.19999998807907,2.19999998807907,2.19999998807907,2.19999998807907,2.19999998807907,2.19999998807907,2.19999998807907,2.19999998807907,2.19999998807907,2.19999998807907,2.19999998807907,2.19999998807907,2.19999998807907,2.19999998807907,2.19999998807907,2.19999998807907,2.19999998807907,2.19999998807907
76,Grenada,GRD,169.899997711182,169.899997711182,169.899997711182,169.899997711182,169.899997711182,169.899997711182,169.899997711182,169.899997711182,169.899997711182,169.899997711182,169.899997711182,169.899997711182,169.899997711182,169.899997711182,169.899997711182,169.899997711182,169.899997711182,169.899997711182,169.899997711182,169.899997711182,169.899997711182,169.899997711182,169.899997711182,169.899997711182,169.899997711182,169.899997711182,169.899997711182
77,Guam,GUM,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
78,Guatemala,GTM,47480.0,46940.0,46400.0,45860.0,45320.0,44780.0,44240.0,43700.0,43160.0,42620.0,42080.0,41540.0,41000.0,40460.0,39920.0,39380.0,38948.0004882813,38516.0009765625,38083.9990234375,37651.9995117188,37220.0,36856.0009765625,36491.9995117188,36128.0004882813,35763.9990234375,35400.0,35036.0009765625
79,Guinea,GIN,72640.0,72280.0,71920.0,71560.0,71200.0,70840.0,70480.0,70120.0,69760.0,69400.0,69040.0,68680.0,68320.0,67960.0,67600.0,67240.0,66880.0,66520.0,66160.0,65800.0,65440.0,65080.0,64720.0,64360.0,64000.0,63640.0,63280.0
80,Guinea-Bissau,GNB,22160.0,22063.9990234375,21968.0004882813,21871.9995117188,21776.0009765625,21680.0,21583.9990234375,21488.0004882813,21391.9995117188,21296.0009765625,21200.0,21103.9990234375,21008.0004882813,20911.9995117188,20816.0009765625,20720.0,20620.0,20520.0,20420.0,20320.0,20220.0,20120.0,20020.0,19920.0,19820.0,19720.0,19620.0
81,Guyana,GUY,166600.0,166561.9921875,166524.00390625,166485.99609375,166448.0078125,166410.0,166371.9921875,166334.00390625,166295.99609375,166258.0078125,166220.0,166180.0,166140.0,166100.0,166060.0,166020.0,165968.0078125,165915.99609375,165864.00390625,165811.9921875,165760.0,165660.0,165560.0,165460.0,165360.0,165260.0,165160.0
82,Haiti,HTI,1160.0,1153.00003051758,1145.99998474121,1139.00001525879,1131.99996948242,1125.0,1118.00003051758,1110.99998474121,1104.00001525879,1096.99996948242,1090.0,1081.99996948242,1074.00001525879,1065.99998474121,1058.00003051758,1050.0,1041.99996948242,1034.00001525879,1025.99998474121,1018.00003051758,1010.0,1001.99996948242,994.000015258789,985.999984741211,978.000030517578,970.0,961.999969482422
83,Honduras,HND,81360.0,79616.0009765625,77872.001953125,76127.998046875,74383.9990234375,72640.0,70896.0009765625,69152.001953125,67407.998046875,65663.9990234375,63920.0,62720.0,61520.0,60320.0,59120.0,57920.0,56720.0,55520.0,54320.0,53120.0,51920.0,50720.0,49520.0,48320.0,47120.0,45920.0,44720.0
84,"Hong Kong SAR, China",HKG,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Hungary,HUN,18010.0,18125.9997558594,18241.9995117188,18358.0004882813,18474.0002441406,18590.0,18705.9997558594,18821.9995117188,18938.0004882813,19054.0002441406,19170.0,19301.9995117188,19434.0002441406,19565.9997558594,19698.0004882813,19830.0,19955.9997558594,20081.9995117188,20208.0004882813,20334.0002441406,20460.0,20506.0009765625,20551.9995117188,20598.0004882813,20643.9990234375,20690.0,20736.0009765625
86,Iceland,ISL,161.000003814697,173.700008392334,186.399993896484,199.099998474121,211.800003051758,224.500007629395,237.199993133545,249.899997711182,262.600002288818,275.300006866455,287.999992370605,303.400001525879,318.799991607666,334.199981689453,349.599990844727,365.0,377.400016784668,389.799995422363,402.200012207031,414.599990844727,427.000007629395,440.0,452.999992370605,465.999984741211,479.000015258789,492.000007629395,505.0
87,India,IND,639390.0,640841.015625,642291.9921875,643743.0078125,645193.984375,646645.0,648096.015625,649546.9921875,650998.0078125,652448.984375,653900.0,658537.96875,663176.015625,667813.984375,672452.03125,677090.0,681252.03125,685413.984375,689576.015625,693737.96875,697900.0,699683.984375,701467.96875,703252.03125,705036.015625,706820.0,708603.984375
88,Indonesia,IDN,1185450.0,1166313.984375,1147177.96875,1128042.03125,1108906.015625,1089770.0,1070633.984375,1051497.96875,1032362.03125,1013226.015625,994090.0,990986.015625,987882.03125,984777.96875,981673.984375,978570.0,971720.0,964870.0,958020.0,951170.0,944320.0,937476.015625,930632.03125,923787.96875,916943.984375,910100.0,903256.015625
89,"Iran, Islamic Rep.",IRN,90760.595703125,91010.1953125,91259.8046875,91509.404296875,91759.00390625,92008.603515625,92258.203125,92507.802734375,92757.40234375,93007.001953125,93256.6015625,95989.19921875,98721.904296875,101454.501953125,104187.197265625,106919.8046875,106919.8046875,106919.8046875,106919.8046875,106919.8046875,106919.8046875,106919.8046875,106919.8046875,106919.8046875,106919.8046875,106919.8046875,106919.8046875
90,Iraq,IRQ,8040.0,8054.00024414063,8067.99987792969,8082.00012207031,8095.99975585938,8110.0,8124.00024414063,8137.99987792969,8152.00012207031,8165.99975585938,8180.0,8194.00024414063,8207.99987792969,8222.00012207031,8235.99975585938,8250.0,8250.0,8250.0,8250.0,8250.0,8250.0,8250.0,8250.0,8250.0,8250.0,8250.0,8250.0
91,Ireland,IRL,4650.0,4820.0,4989.89990234375,5159.89990234375,5329.7998046875,5499.7998046875,5669.69970703125,5839.69970703125,6009.60021972656,6179.60021972656,6349.50012207031,6469.29992675781,6589.00024414063,6708.80004882813,6828.59985351563,6948.40026855469,7010.0,7071.50024414063,7133.20007324219,7194.7998046875,7256.30004882813,7313.09997558594,7369.89990234375,7426.59973144531,7483.40026855469,7540.2001953125,7597.00012207031
92,Isle of Man,IMN,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697
93,Israel,ISR,1320.0,1341.00006103516,1361.99996948242,1383.00003051758,1403.99993896484,1425.0,1446.00006103516,1466.99996948242,1488.00003051758,1508.99993896484,1530.0,1533.99993896484,1538.00003051758,1541.99996948242,1546.00006103516,1550.0,1548.00003051758,1546.00006103516,1543.99993896484,1541.99996948242,1540.0,1561.99996948242,1583.99993896484,1606.00006103516,1628.00003051758,1650.0,1671.99996948242
94,Italy,ITA,75900.0,76678.9990234375,77457.998046875,78237.001953125,79016.0009765625,79795.0,80573.9990234375,81352.998046875,82132.001953125,82910.99609375,83690.0,84470.0,85250.0,86030.0,86810.0,87590.0,88127.998046875,88665.99609375,89204.00390625,89742.001953125,90280.0,90817.998046875,91355.99609375,91894.00390625,92432.001953125,92970.0,93507.998046875
95,Jamaica,JAM,3446.00006103516,3442.30010986328,3438.59985351563,3434.89990234375,3431.19995117188,3427.5,3423.80004882813,3420.10009765625,3416.40014648438,3412.69989013672,3408.99993896484,3405.59997558594,3402.20001220703,3398.80004882813,3395.40008544922,3392.00012207031,3387.79998779297,3383.59985351563,3379.40002441406,3375.19989013672,3371.00006103516,3367.20001220703,3363.39996337891,3359.59991455078,3355.79986572266,3352.00012207031,3348.20007324219
96,Japan,JPN,249500.0,249425.99609375,249351.9921875,249278.0078125,249204.00390625,249130.0,249055.99609375,248981.9921875,248908.0078125,248834.00390625,248760.0,248878.0078125,248995.99609375,249114.00390625,249231.9921875,249350.0,249411.9921875,249474.00390625,249535.99609375,249598.0078125,249660.0,249644.00390625,249628.0078125,249611.9921875,249595.99609375,249580.0,249564.00390625
97,Jordan,JOR,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0
98,Kazakhstan,KAZ,34220.0,34220.0,34106.0009765625,34048.9990234375,33991.9995117188,33935.0,33878.0004882813,33821.0009765625,33763.9990234375,33706.9995117188,33650.0,33593.9990234375,33538.0004882813,33481.9995117188,33426.0009765625,33370.0,33313.9990234375,33258.0004882813,33201.9995117188,33146.0009765625,33090.0,33090.0,33090.0,33090.0,33090.0,33090.0,33090.0
99,Kenya,KEN,47240.0,46072.998046875,44906.0009765625,43738.9990234375,42572.001953125,41405.0,40238.0004882813,39071.0009765625,37903.9990234375,36736.9995117188,35570.0,36550.0,37530.0,38510.0,39490.0,40470.0,40836.0009765625,41202.001953125,41567.998046875,41933.9990234375,42300.0,42666.0009765625,43032.001953125,43397.998046875,43763.9990234375,44130.0,44496.0009765625
100,Kiribati,KIR,121.499996185303,121.499996185303,121.499996185303,121.499996185303,121.499996185303,121.499996185303,121.499996185303,121.499996185303,121.499996185303,121.499996185303,121.499996185303,121.499996185303,121.499996185303,121.499996185303,121.499996185303,121.499996185303,121.499996185303,121.499996185303,121.499996185303,121.499996185303,121.499996185303,121.499996185303,121.499996185303,121.499996185303,121.499996185303,121.499996185303,121.499996185303
101,"Korea, Dem. Peopleâ€™s Rep.",PRK,82010.0,80742.001953125,79473.9990234375,78206.0009765625,76937.998046875,75670.0,74402.001953125,73133.9990234375,71866.0009765625,70597.998046875,69330.0,68062.001953125,66793.9990234375,65526.0009765625,64257.998046875,62990.0,61723.9990234375,60457.998046875,59192.001953125,57926.0009765625,56660.0,55390.0,54120.0,52850.0,51580.0,50310.0,49040.0
102,"Korea, Rep.",KOR,63700.0,63617.998046875,63536.0009765625,63453.9990234375,63372.001953125,63290.0,63207.998046875,63126.0009765625,63043.9990234375,62962.001953125,62880.0,62813.9990234375,62747.998046875,62682.001953125,62616.0009765625,62550.0,62483.9990234375,62417.998046875,62352.001953125,62286.0009765625,62220.0,62143.9990234375,62067.998046875,61992.001953125,61916.0009765625,61840.0,61763.9990234375
103,Kuwait,KWT,34.5000004768372,35.8999991416931,37.3000001907349,38.6999988555908,40.1000022888184,41.5000009536743,42.8999996185303,44.2999982833862,45.7000017166138,47.1000003814697,48.4999990463257,49.8999977111816,51.3000011444092,52.6999998092651,54.0999984741211,55.5000019073486,56.9000005722046,58.2999992370605,59.6999979019165,61.100001335144,62.5,62.5,62.5,62.5,62.5,62.5,62.5
104,Kyrgyz Republic,KGZ,8360.0,8360.0,8407.80029296875,8429.69970703125,8451.59973144531,8473.49975585938,8495.39978027344,8517.2998046875,8539.19982910156,8561.09985351563,8582.99987792969,8605.0,8627.00012207031,8649.00024414063,8670.99975585938,8692.99987792969,8308.40026855469,7923.80004882813,7539.19982910156,7154.60021972656,6770.0,6690.0,6610.0,6530.0,6450.0,6370.0,6290.0
105,Lao PDR,LAO,176449.00390625,175330.09765625,174211.19140625,173092.3046875,171973.3984375,170854.4921875,169735.5078125,168616.6015625,167497.6953125,166378.80859375,165259.90234375,165947.3046875,166634.8046875,167322.20703125,168009.70703125,168697.109375,170588.80859375,172480.5078125,174372.20703125,176263.90625,178155.60546875,180047.3046875,181939.00390625,183830.703125,185722.40234375,187614.1015625,189505.80078125
106,Latvia,LVA,31730.0,31730.0,31866.0009765625,31933.9990234375,32001.9995117188,32070.0,32138.0004882813,32206.0009765625,32273.9990234375,32341.9995117188,32410.0,32521.9995117188,32633.9990234375,32746.0009765625,32858.0004882813,32970.0,33083.9990234375,33198.0004882813,33311.9995117188,33426.0009765625,33540.0,33543.9990234375,33548.0004882813,33551.9995117188,33556.0009765625,33560.0,33563.9990234375
107,Lebanon,LBN,1310.0,1310.0,1310.0,1310.0,1310.0,1310.0,1310.0,1310.0,1310.0,1310.0,1310.0,1321.00006103516,1331.99996948242,1343.00003051758,1353.99993896484,1365.0,1365.80001831055,1366.60003662109,1367.40005493164,1368.20007324219,1368.99993896484,1369.79995727539,1370.59997558594,1371.39999389648,1372.20001220703,1373.00003051758,1373.80004882813
108,Lesotho,LSO,400.0,402.000007629395,404.000015258789,405.999984741211,407.999992370605,410.0,412.000007629395,414.000015258789,415.999984741211,417.999992370605,420.0,422.000007629395,424.000015258789,425.999984741211,427.999992370605,430.0,432.000007629395,434.000015258789,435.999984741211,437.999992370605,440.0,450.0,460.0,470.0,480.0,490.0,500.0
109,Liberia,LBR,49290.0,48990.0,48690.0,48390.0,48090.0,47790.0,47490.0,47190.0,46890.0,46590.0,46290.0,45990.0,45690.0,45390.0,45090.0,44790.0,44490.0,44190.0,43890.0,43590.0,43290.0,42990.0,42690.0,42390.0,42090.0,41790.0,41490.0
110,Libya,LBY,2170.0,2170.0,2170.0,2170.0,2170.0,2170.0,2170.0,2170.0,2170.0,2170.0,2170.0,2170.0,2170.0,2170.0,2170.0,2170.0,2170.0,2170.0,2170.0,2170.0,2170.0,2170.0,2170.0,2170.0,2170.0,2170.0,2170.0
111,Liechtenstein,LIE,65.0,65.3999996185303,65.7999992370605,66.1999988555908,66.5999984741211,66.9999980926514,67.3999977111816,67.8000020980835,68.2000017166138,68.600001335144,69.0000009536743,69.0000009536743,69.0000009536743,69.0000009536743,69.0000009536743,69.0000009536743,69.0000009536743,69.0000009536743,69.0000009536743,69.0000009536743,69.0000009536743,69.0000009536743,69.0000009536743,69.0000009536743,69.0000009536743,69.0000009536743,69.0000009536743
112,Lithuania,LTU,19450.0,19450.0,19600.0,19675.0,19750.0,19825.0,19900.0,19975.0,20050.0,20125.0,20200.0,20401.9995117188,20603.9990234375,20806.0009765625,21008.0004882813,21210.0,21308.0004882813,21406.0009765625,21503.9990234375,21601.9995117188,21700.0,21720.0,21740.0,21760.0,21780.0,21800.0,21820.0
113,Luxembourg,LUX,870.0,870.0,870.0,870.0,870.0,870.0,870.0,870.0,870.0,870.0,866.999969482422,866.999969482422,866.999969482422,866.999969482422,866.999969482422,866.999969482422,866.999969482422,866.999969482422,866.999969482422,866.999969482422,866.999969482422,866.999969482422,866.999969482422,866.999969482422,866.999969482422,866.999969482422,866.999969482422
114,"Macao SAR, China",MAC,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Madagascar,MDG,136920.0,136250.99609375,135582.001953125,134912.998046875,134244.00390625,133575.0,132905.99609375,132237.001953125,131567.998046875,130899.00390625,130230.0,129860.0,129490.0,129120.0,128750.0,128380.0,127810.0,127240.0,126670.0,126100.0,125530.0,125370.0,125210.0,125050.0,124890.0,124730.0,124570.0
116,Malawi,MWI,38960.0,38631.0009765625,38301.9995117188,37973.0004882813,37643.9990234375,37315.0,36986.0009765625,36656.9995117188,36328.0004882813,35998.9990234375,35670.0,35340.0,35010.0,34680.0,34350.0,34020.0,33690.0,33360.0,33030.0,32700.0,32370.0,32190.0,32010.0,31830.0,31650.0,31470.0,31290.0
117,Malaysia,MYS,223760.0,222975.0,222190.0,221405.0,220620.0,219835.0,219050.0,218265.0,217480.0,216695.0,215910.0,214508.0078125,213105.99609375,211704.00390625,210301.9921875,208900.0,211368.0078125,213835.99609375,216304.00390625,218771.9921875,221240.0,221381.9921875,221524.00390625,221665.99609375,221808.0078125,221950.0,222091.9921875
118,Maldives,MDV,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
119,Mali,MLI,66900.0,66110.0,65320.0,64530.0,63740.0,62950.0,62160.0,61370.0,60580.0,59790.0,59000.0,58210.0,57420.0,56630.0,55840.0,55050.0,54260.0,53470.0,52680.0,51890.0,51100.0,50310.0,49520.0,48730.0,47940.0,47150.0,46360.0
120,Malta,MLT,3.49999994039536,3.49999994039536,3.49999994039536,3.49999994039536,3.49999994039536,3.49999994039536,3.49999994039536,3.49999994039536,3.49999994039536,3.49999994039536,3.49999994039536,3.49999994039536,3.49999994039536,3.49999994039536,3.49999994039536,3.49999994039536,3.49999994039536,3.49999994039536,3.49999994039536,3.49999994039536,3.49999994039536,3.49999994039536,3.49999994039536,3.49999994039536,3.49999994039536,3.49999994039536,3.49999994039536
121,Marshall Islands,MHL,130.0,126.400003433228,126.400003433228,126.400003433228,126.400003433228,126.400003433228,126.400003433228,126.400003433228,126.400003433228,126.400003433228,126.400003433228,126.400003433228,126.400003433228,126.400003433228,126.400003433228,126.400003433228,126.400003433228,126.400003433228,126.400003433228,126.400003433228,126.400003433228,126.400003433228,126.400003433228,126.400003433228,126.400003433228,126.400003433228,126.400003433228
122,Mauritania,MRT,4150.0,4052.00012207031,3953.99993896484,3856.00006103516,3757.99987792969,3660.0,3562.00012207031,3463.99993896484,3366.00006103516,3267.99987792969,3170.0,3070.0,2970.0,2870.0,2770.0,2670.0,2620.0,2570.0,2520.0,2470.0,2420.0,2385.0,2350.0,2315.0,2280.0,2245.0,2210.0
123,Mauritius,MUS,410.999984741211,411.800003051758,412.599983215332,413.400001525879,414.199981689453,415.0,415.800018310547,416.599998474121,417.400016784668,418.199996948242,419.000015258789,411.599998474121,404.199981689453,396.800003051758,389.39998626709,382.000007629395,382.400016784668,382.799987792969,383.199996948242,383.600006103516,384.000015258789,384.39998626709,384.799995422363,385.200004577637,385.60001373291,385.999984741211,386.399993896484
124,Mexico,MEX,697600.0,695696.015625,693792.03125,691887.96875,689983.984375,688080.0,686176.015625,684272.03125,682367.96875,680463.984375,678560.0,677013.984375,675467.96875,673922.03125,672376.015625,670830.0,669660.0,668490.0,667320.0,666150.0,664980.0,664063.984375,663147.96875,662232.03125,661316.015625,660400.0,659483.984375
125,"Micronesia, Fed. Sts.",FSM,640.0,636.100006103516,636.399993896484,636.699981689453,636.89998626709,637.200012207031,637.5,637.700004577637,637.999992370605,638.300018310547,638.600006103516,638.800010681152,639.099998474121,639.39998626709,639.700012207031,639.900016784668,640.199966430664,640.500030517578,640.699996948242,640.999984741211,641.29997253418,641.600036621094,641.800003051758,642.099990844727,642.399978637695,642.699966430664,643.000030517578
126,Moldova,MDA,3190.0,3190.0,3200.0,3205.0,3210.0,3215.0,3220.0,3225.0,3230.0,3235.0,3240.0,3317.99987792969,3396.00006103516,3473.99993896484,3552.00012207031,3630.0,3676.00006103516,3722.00012207031,3767.99987792969,3813.99993896484,3860.0,3906.00006103516,3952.00012207031,3997.99987792969,4043.99993896484,4090.0,4136.00006103516
127,Monaco,MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Mongolia,MNG,125360.0,124540.99609375,123722.001953125,122902.998046875,122084.00390625,121265.0,120445.99609375,119627.001953125,118807.998046875,117989.00390625,117170.0,116352.001953125,115534.00390625,114715.99609375,113897.998046875,113080.0,116542.40234375,120004.8046875,123467.197265625,126929.599609375,130392.001953125,129419.19921875,128446.396484375,127473.603515625,126500.80078125,125527.998046875,124555.1953125
129,Montenegro,MNE,6260.0,6260.0,6260.0,6260.0,6260.0,6260.0,6260.0,6260.0,6260.0,6260.0,6260.0,6260.0,6260.0,6260.0,6260.0,6260.0,6662.00012207031,7064.00024414063,7465.99975585938,7867.99987792969,8270.0,8270.0,8270.0,8270.0,8270.0,8270.0,8270.0
130,Morocco,MAR,49540.0,49578.9990234375,49617.998046875,49657.001953125,49696.0009765625,49735.0,49773.9990234375,49812.998046875,49852.001953125,49891.0009765625,49930.0,50746.0009765625,51562.001953125,52377.998046875,53193.9990234375,54010.0,54552.001953125,55093.9990234375,55636.0009765625,56177.998046875,56720.0,56640.0,56560.0,56480.0,56400.0,56320.0,56240.0
131,Mozambique,MOZ,433780.0,431590.0,429400.0,427210.0,425020.0,422830.0,420640.0,418450.0,416260.0,414070.0,411880.0,409661.9921875,407443.984375,405226.015625,403008.0078125,400790.0,398576.015625,396361.9921875,394148.0078125,391933.984375,389720.0,387656.015625,385591.9921875,383528.0078125,381463.984375,379400.0,377336.015625
132,Myanmar,MMR,392180.0,387830.0,383480.0,379130.0,374780.0,370430.0,366080.0,361730.0,357380.0,353030.0,348680.0,345586.015625,342491.9921875,339398.0078125,336303.984375,333210.0,330113.984375,327018.0078125,323921.9921875,320825.99609375,317730.0,312265.99609375,306801.9921875,301338.0078125,295874.00390625,290410.0,284945.99609375
133,Namibia,NAM,87620.0,86890.0,86160.0,85430.0,84700.0,83970.0,83240.0,82510.0,81780.0,81050.0,80320.0,79577.998046875,78836.0009765625,78093.9990234375,77352.001953125,76610.0,75867.998046875,75126.0009765625,74383.9990234375,73642.001953125,72900.0,72157.998046875,71416.0009765625,70673.9990234375,69932.001953125,69190.0,68447.998046875
134,Nauru,NRU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,Nepal,NPL,48170.0,47252.998046875,46336.0009765625,45418.9990234375,44502.001953125,43585.0,42667.998046875,41751.0009765625,40833.9990234375,39916.9995117188,39000.0,38471.9995117188,37943.9990234375,37416.0009765625,36888.0004882813,36360.0,36360.0,36360.0,36360.0,36360.0,36360.0,36360.0,36360.0,36360.0,36360.0,36360.0,36360.0
136,Netherlands,NLD,3450.0,3465.0,3480.0,3495.0,3510.0,3525.0,3540.0,3555.0,3570.0,3585.0,3600.0,3610.0,3620.0,3630.0,3640.0,3650.0,3666.00006103516,3682.00012207031,3697.99987792969,3713.99993896484,3730.0,3736.00006103516,3742.00012207031,3747.99987792969,3753.99993896484,3760.0,3766.00006103516
137,New Caledonia,NCL,8390.0,8390.0,8390.0,8390.0,8390.0,8390.0,8390.0,8390.0,8390.0,8390.0,8390.0,8390.0,8390.0,8390.0,8390.0,8390.0,8390.0,8390.0,8390.0,8390.0,8390.0,8390.0,8390.0,8390.0,8390.0,8390.0,8390.0
